#OTU_num	A-low-1-1	A-low-1-2	A-low-1-3	A-low-2-1	A-low-2-2	A-low-2-3	A-low-3-1	A-low-3-2	A-low-3-3	A-low-4-1	A-low-4-2	A-low-4-3	A-high-1-1	A-high-1-2	A-high-1-3	A-high-2-1	A-high-2-2	A-high-2-3	A-high-3-1	A-high-3-2	A-high-3-3	A-high-4-1	A-high-4-2	A-high-4-3	B-low-1-1	B-low-1-2	B-low-1-3	B-low-2-1	B-low-2-2	B-low-2-3	B-low-3-1	B-low-3-2	B-low-3-3	B-low-4-1	B-low-4-2	B-low-4-3	B-high-1-1	B-high-1-2	B-high-1-3	B-high-2-1	B-high-2-2	B-high-2-3	B-high-3-1	B-high-3-2	B-high-3-3	B-high-4-1	B-high-4-2	B-high-4-3	C-low-1-1	C-low-1-2	C-low-1-3	C-low-2-1	C-low-2-2	C-low-2-3	C-low-3-1	C-low-3-2	C-low-3-3	C-low-4-1	C-low-4-2	C-low-4-3	C-high-1-1	C-high-1-2	C-high-1-3	C-high-2-1	C-high-2-2	C-high-2-3	C-high-3-1	C-high-3-2	C-high-3-3	C-high-4-1	C-high-4-2	C-high-4-3	D-low-1-1	D-low-1-2	D-low-1-3	D-low-2-1	D-low-2-2	D-low-2-3	D-low-3-1	D-low-3-2	D-low-3-3	D-low-4-1	D-low-4-2	D-low-4-3	D-high-1-1	D-high-1-2	D-high-1-3	D-high-2-1	D-high-2-2	D-high-2-3	D-high-3-1	D-high-3-2	D-high-3-3	D-high-4-1	D-high-4-2	D-high-4-3
OTU_2853	0	0	0	4.32E-05	4.32E-05	0	4.32E-05	0	0	0	0	6.48E-05	0	0	8.64E-05	0	0	4.32E-05	8.64E-05	4.32E-05	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	4.32E-05	0	0	0	4.32E-05	6.48E-05	0	0	0	0	0	0	0	2.16E-05	0	0.000151243	0	0	0	0	0	0	0	4.32E-05	4.32E-05	0	0	2.16E-05	0	2.16E-05	0	0	0	8.64E-05	0	0	0	0	6.48E-05	2.16E-05	0.000108031	4.32E-05	6.48E-05	0	0	2.16E-05	0.000129637	4.32E-05	2.16E-05	8.64E-05	4.32E-05	0.000237668	6.48E-05	8.64E-05	0.000259274	0.000194456	2.16E-05	2.16E-05	0
OTU_2854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	4.32E-05	0	0	0	0	2.16E-05	0	6.48E-05	0	4.32E-05	0	0	0	0	2.16E-05	2.16E-05	6.48E-05	4.32E-05	0	4.32E-05	4.32E-05	0	0	0	0	2.16E-05	4.32E-05	0	2.16E-05	0	0	0	0	0	2.16E-05	0	0	4.32E-05	0	0	0	0	0	2.16E-05	0	0	0
OTU_2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48E-05	0.000669792	6.48E-05	4.32E-05	0	0	0	0	0	2.16E-05	0	0	8.64E-05	0	0	0	0	0.000151243	0	0	4.32E-05	0	0	0	0
OTU_2856	2.16E-05	0	8.64E-05	4.32E-05	2.16E-05	8.64E-05	2.16E-05	6.48E-05	4.32E-05	4.32E-05	6.48E-05	6.48E-05	0	6.48E-05	8.64E-05	6.48E-05	8.64E-05	4.32E-05	0	4.32E-05	4.32E-05	0	2.16E-05	2.16E-05	4.32E-05	4.32E-05	2.16E-05	0	0	4.32E-05	0	0	0	0	2.16E-05	0	6.48E-05	4.32E-05	4.32E-05	6.48E-05	0	0	0	0	4.32E-05	0	0	6.48E-05	0	4.32E-05	0	4.32E-05	0	8.64E-05	4.32E-05	0	2.16E-05	0	0	2.16E-05	0	0	0	4.32E-05	0	0	2.16E-05	0	2.16E-05	2.16E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2857	6.48E-05	0	6.48E-05	4.32E-05	2.16E-05	2.16E-05	0	2.16E-05	2.16E-05	0	6.48E-05	6.48E-05	2.16E-05	0	4.32E-05	0	2.16E-05	2.16E-05	0	2.16E-05	8.64E-05	4.32E-05	4.32E-05	0	0	0	2.16E-05	2.16E-05	0	0	0	4.32E-05	4.32E-05	0	0	0	0	0	0	6.48E-05	4.32E-05	4.32E-05	0	0	2.16E-05	0	0	0	0	8.64E-05	0	6.48E-05	0	0	0	4.32E-05	0	4.32E-05	0	2.16E-05	2.16E-05	4.32E-05	4.32E-05	2.16E-05	2.16E-05	2.16E-05	2.16E-05	0	0	2.16E-05	4.32E-05	0	0	0	0	4.32E-05	2.16E-05	0	4.32E-05	6.48E-05	0	0	0	6.48E-05	2.16E-05	0	0	0	4.32E-05	2.16E-05	0	0	0	0	0	2.16E-05
OTU_2858	4.32E-05	0	0	0.000129637	0	0	0	0	0	0	0	0	2.16E-05	0	4.32E-05	0	0	0	2.16E-05	4.32E-05	0	0	0	0	2.16E-05	4.32E-05	2.16E-05	0	0	0	0	0	2.16E-05	0	0	0	0	4.32E-05	2.16E-05	0	0	0	0	0	0	4.32E-05	0	0	0	8.64E-05	0.000129637	2.16E-05	0.00017285	4.32E-05	2.16E-05	0	4.32E-05	0	0	0	0	0	0	0	2.16E-05	4.32E-05	0	0	4.32E-05	0	0	0	0	0.000108031	0.000129637	0.000108031	0	0	8.64E-05	8.64E-05	0	0	4.32E-05	0	2.16E-05	4.32E-05	6.48E-05	2.16E-05	0	0	0	2.16E-05	2.16E-05	0	0	0
OTU_2859	0	4.32E-05	8.64E-05	2.16E-05	2.16E-05	0	6.48E-05	0	4.32E-05	2.16E-05	0	0	6.48E-05	0	0.000108031	0	6.48E-05	4.32E-05	0	0	8.64E-05	0	0	0	0	0	0	2.16E-05	0	2.16E-05	0	0	8.64E-05	2.16E-05	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	6.48E-05	0	0	0	0	2.16E-05	0	0
OTU_2860	4.32E-05	8.64E-05	6.48E-05	2.16E-05	0	2.16E-05	0	0	4.32E-05	8.64E-05	2.16E-05	2.16E-05	0	8.64E-05	6.48E-05	4.32E-05	0	0	4.32E-05	4.32E-05	0.00017285	6.48E-05	0	0.000108031	0	0	2.16E-05	0.000151243	0	0	0.000108031	6.48E-05	2.16E-05	4.32E-05	4.32E-05	2.16E-05	0	0	0	2.16E-05	0	0	2.16E-05	0	0.000151243	0	4.32E-05	0	2.16E-05	4.32E-05	4.32E-05	2.16E-05	6.48E-05	0	0	2.16E-05	4.32E-05	4.32E-05	0	4.32E-05	2.16E-05	0	0	6.48E-05	0	0	0	4.32E-05	0	2.16E-05	0	2.16E-05	0	2.16E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2861	0	2.16E-05	4.32E-05	0	4.32E-05	0	0	6.48E-05	0	0	2.16E-05	2.16E-05	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	4.32E-05	4.32E-05	0	0	4.32E-05	4.32E-05	8.64E-05	2.16E-05	0	4.32E-05	0	0	0	2.16E-05	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	4.32E-05	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0
OTU_2862	0	2.16E-05	2.16E-05	2.16E-05	8.64E-05	0	0	2.16E-05	4.32E-05	8.64E-05	8.64E-05	4.32E-05	0	6.48E-05	4.32E-05	2.16E-05	2.16E-05	0	0	4.32E-05	2.16E-05	4.32E-05	6.48E-05	2.16E-05	4.32E-05	4.32E-05	2.16E-05	0	0.000108031	2.16E-05	6.48E-05	0	4.32E-05	0	0	4.32E-05	0	0	0	0	2.16E-05	0.000108031	0	4.32E-05	2.16E-05	0	0	0	0	2.16E-05	0	0	4.32E-05	2.16E-05	0	4.32E-05	0	0	4.32E-05	4.32E-05	2.16E-05	2.16E-05	0	0	2.16E-05	0	2.16E-05	6.48E-05	0	2.16E-05	2.16E-05	4.32E-05	0	0	0	0	0	0	6.48E-05	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	2.16E-05	0
OTU_2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	8.64E-05	6.48E-05	0	0	4.32E-05	4.32E-05	0	0	0	0	0	0	0	0	0	6.48E-05	0	0	2.16E-05	0	0	0	0	0	2.16E-05	2.16E-05	0	0	0	0	0	0	2.16E-05	0	0	0	2.16E-05	0	0	0	0	2.16E-05	0	0	0	0	0	0	4.32E-05	2.16E-05	4.32E-05	6.48E-05	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0
OTU_2864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	2.16E-05	0	2.16E-05	4.32E-05	0	0	0	2.16E-05	0	0	2.16E-05	6.48E-05	0	0.000108031	0	4.32E-05	0	0	0	2.16E-05	0	0	0	0	6.48E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0
OTU_2865	2.16E-05	2.16E-05	4.32E-05	0	8.64E-05	2.16E-05	2.16E-05	0	0	0	0	6.48E-05	4.32E-05	0	4.32E-05	0	4.32E-05	4.32E-05	6.48E-05	0	0	2.16E-05	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	4.32E-05	0	4.32E-05	0	0	0	0	0	0	4.32E-05	0	0	0	2.16E-05	2.16E-05	0	0	2.16E-05	2.16E-05	6.48E-05	0	6.48E-05	0	4.32E-05	0	6.48E-05	0	0	4.32E-05	2.16E-05	0	0	0	0	0	0	2.16E-05	0	0	0	0	4.32E-05	4.32E-05	4.32E-05	2.16E-05	4.32E-05	0	0	2.16E-05	0	0	2.16E-05	2.16E-05
OTU_2866	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	4.32E-05	2.16E-05	0	0	0	0	6.48E-05	0	0	0	0	4.32E-05	8.64E-05	0.000108031	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0
OTU_2867	2.16E-05	4.32E-05	4.32E-05	2.16E-05	6.48E-05	2.16E-05	8.64E-05	0.000108031	0.000108031	6.48E-05	2.16E-05	0	6.48E-05	6.48E-05	2.16E-05	4.32E-05	4.32E-05	6.48E-05	8.64E-05	2.16E-05	0	0.000108031	8.64E-05	6.48E-05	2.16E-05	2.16E-05	0	0	0	4.32E-05	2.16E-05	4.32E-05	0	0	0	2.16E-05	0	0	4.32E-05	0	0	2.16E-05	0	0	8.64E-05	0	0	0	2.16E-05	2.16E-05	0	4.32E-05	6.48E-05	8.64E-05	0	4.32E-05	2.16E-05	0	2.16E-05	0	0	2.16E-05	6.48E-05	0	2.16E-05	0	0	4.32E-05	4.32E-05	0	0	2.16E-05	0	0	0	0	0	8.64E-05	0	0	0	0	0	2.16E-05	8.64E-05	2.16E-05	4.32E-05	4.32E-05	4.32E-05	0.000129637	0.000108031	0.000108031	2.16E-05	0	4.32E-05	0
OTU_2868	0	0	0	0	0	0	4.32E-05	2.16E-05	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	6.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108031	0	0	0	0	0	0	0	4.32E-05	0	0	0	2.16E-05	2.16E-05	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0
OTU_2869	4.32E-05	0	0	0	0	0	2.16E-05	2.16E-05	6.48E-05	0	0	2.16E-05	2.16E-05	0	0	6.48E-05	2.16E-05	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	2.16E-05	0	0	2.16E-05	0	0	0	0	0	0	2.16E-05	0	2.16E-05	0	2.16E-05	0	0	0	0	0	0	6.48E-05	4.32E-05	0	4.32E-05	0	0	4.32E-05	0	2.16E-05	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	2.16E-05	0	6.48E-05	0	0	0	0	0	2.16E-05	4.32E-05	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2870	2.16E-05	6.48E-05	2.16E-05	0	4.32E-05	0	2.16E-05	2.16E-05	2.16E-05	0	0	4.32E-05	0	0	4.32E-05	8.64E-05	0	2.16E-05	4.32E-05	0	0.000108031	2.16E-05	2.16E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2871	8.64E-05	6.48E-05	0.000108031	6.48E-05	4.32E-05	4.32E-05	6.48E-05	4.32E-05	6.48E-05	4.32E-05	0.000129637	8.64E-05	4.32E-05	2.16E-05	2.16E-05	0.000151243	6.48E-05	0	6.48E-05	0	4.32E-05	4.32E-05	0	2.16E-05	4.32E-05	2.16E-05	2.16E-05	0	8.64E-05	2.16E-05	0	0	0	0	0	0	0	6.48E-05	2.16E-05	6.48E-05	0.000108031	2.16E-05	0	4.32E-05	2.16E-05	0	0	0	2.16E-05	4.32E-05	0	0	0	0	0	0	0	4.32E-05	0	0	2.16E-05	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	2.16E-05	0	6.48E-05	0	0	0	0
OTU_2872	0	4.32E-05	0	0	0	0	6.48E-05	4.32E-05	0	0.000237668	0.000259274	0.000194456	0	0	0	0	0	2.16E-05	0.000194456	6.48E-05	0.000129637	0.000496943	0.000518549	0.000691399	0	0	0	0	0	6.48E-05	0	2.16E-05	0	2.16E-05	0	0	0	0	0	0	0	2.16E-05	2.16E-05	0	6.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48E-05	0	0	0	0	0	0	0	0	0	0	4.32E-05	2.16E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0
OTU_2873	8.64E-05	2.16E-05	2.16E-05	4.32E-05	6.48E-05	0	2.16E-05	0	0	0	0	4.32E-05	2.16E-05	0	0	0	0	0	6.48E-05	0.000108031	4.32E-05	0	2.16E-05	2.16E-05	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2874	0	0	0	0	0	0	0	0	0	4.32E-05	4.32E-05	0	0	0	0	0	2.16E-05	2.16E-05	0	0	2.16E-05	0	4.32E-05	0	0	4.32E-05	0	0.000108031	4.32E-05	2.16E-05	4.32E-05	4.32E-05	6.48E-05	0	4.32E-05	0	0	8.64E-05	4.32E-05	0.000108031	4.32E-05	0.00017285	4.32E-05	6.48E-05	8.64E-05	0	2.16E-05	4.32E-05	0	0	0	2.16E-05	4.32E-05	0.000108031	8.64E-05	0	4.32E-05	8.64E-05	0	0	2.16E-05	0	8.64E-05	2.16E-05	6.48E-05	4.32E-05	0	0.000108031	4.32E-05	2.16E-05	2.16E-05	4.32E-05	0	4.32E-05	6.48E-05	2.16E-05	0.000108031	0	2.16E-05	2.16E-05	4.32E-05	0	4.32E-05	2.16E-05	0	0	0	6.48E-05	0	0	0	0	2.16E-05	0	0	0
OTU_2875	0	0	4.32E-05	4.32E-05	2.16E-05	0	6.48E-05	4.32E-05	2.16E-05	4.32E-05	0	4.32E-05	0	2.16E-05	2.16E-05	0	4.32E-05	0	0	4.32E-05	0.000108031	0	0	0	0	4.32E-05	0	0	6.48E-05	0	4.32E-05	0	6.48E-05	0	0	0	0	0	6.48E-05	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	4.32E-05	0	2.16E-05	2.16E-05	8.64E-05	2.16E-05	8.64E-05	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0
OTU_2876	8.64E-05	6.48E-05	0	0	6.48E-05	0	0	0.000194456	4.32E-05	0	0	0	0	2.16E-05	6.48E-05	0.000108031	0	4.32E-05	8.64E-05	2.16E-05	0	2.16E-05	8.64E-05	8.64E-05	0	8.64E-05	0	0	2.16E-05	0	4.32E-05	0	0	0	0	0	0	0	4.32E-05	0	2.16E-05	0	0	0	0	0	0.000129637	4.32E-05	0	0	0	0	4.32E-05	0	0	8.64E-05	0	0	4.32E-05	2.16E-05	2.16E-05	0	0	0	0	0	0	0	0.000302487	0	0	0	2.16E-05	4.32E-05	2.16E-05	0	2.16E-05	2.16E-05	0	4.32E-05	2.16E-05	4.32E-05	0	0	0	0	0	2.16E-05	4.32E-05	2.16E-05	0	0	0	0	2.16E-05	0
OTU_2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	2.16E-05	0	0	0	0	0	2.16E-05	0	0	2.16E-05	0	6.48E-05	0	0	0	2.16E-05	0	0	4.32E-05	2.16E-05	0	0	2.16E-05	0	0	0	0	4.32E-05	0	2.16E-05	6.48E-05	6.48E-05	0	4.32E-05	4.32E-05	0	0.000108031	4.32E-05	6.48E-05	8.64E-05	0	2.16E-05	8.64E-05	0	4.32E-05	2.16E-05	8.64E-05	8.64E-05	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	6.48E-05	4.32E-05	4.32E-05	0	2.16E-05	0	0	0	0
OTU_2878	2.16E-05	0	0	0	4.32E-05	4.32E-05	4.32E-05	2.16E-05	0	4.32E-05	4.32E-05	0	4.32E-05	0	2.16E-05	0	4.32E-05	0	0	2.16E-05	0	0	4.32E-05	0	8.64E-05	0	2.16E-05	0	2.16E-05	0	0	4.32E-05	2.16E-05	2.16E-05	4.32E-05	0	0	0	0	0	0	2.16E-05	0	0	2.16E-05	0	0	0	6.48E-05	0	0	0	2.16E-05	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	8.64E-05	0	0	2.16E-05	0	0	0	0	0	0	2.16E-05	0	0	2.16E-05	0	0	0	0	0	2.16E-05	0	0	0	2.16E-05	0	0	2.16E-05	0	0	0	0
OTU_2879	2.16E-05	0	4.32E-05	0	2.16E-05	0	0	0	0	2.16E-05	0	2.16E-05	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	4.32E-05	0	0	0	2.16E-05	0	0	0	0	0	0	2.16E-05	0	4.32E-05	0	0	2.16E-05	0	0	2.16E-05	0	0	0	0	4.32E-05	0	6.48E-05	0	0	2.16E-05	4.32E-05	0	0	2.16E-05	4.32E-05	6.48E-05	4.32E-05	4.32E-05	2.16E-05	2.16E-05	0	0	4.32E-05	0	0	0	6.48E-05	2.16E-05	0	0	0	0	0	0	2.16E-05	2.16E-05	0	8.64E-05	0	0	0	0	2.16E-05	4.32E-05	0	0	0	0	0	6.48E-05	0	0
OTU_2880	4.32E-05	6.48E-05	0	4.32E-05	2.16E-05	2.16E-05	0	4.32E-05	0	0	2.16E-05	0	0	0	4.32E-05	0	0	0	2.16E-05	2.16E-05	0	0	0	0	6.48E-05	0	2.16E-05	0	2.16E-05	0	0	2.16E-05	0	4.32E-05	4.32E-05	6.48E-05	4.32E-05	0	2.16E-05	2.16E-05	0.000302487	4.32E-05	2.16E-05	4.32E-05	0	8.64E-05	0	0	0.000216062	0.000194456	0.000496943	0.000194456	0.000129637	0.000194456	0.000540155	0.000324093	0.000237668	0.000194456	0.000302487	0.000929067	0.000216062	0.000129637	0.000345699	0.00017285	0.000108031	0.000345699	0.000108031	0.000280881	8.64E-05	0	0.000151243	8.64E-05	4.32E-05	0.000151243	4.32E-05	0.000496943	0.000151243	0.000367305	0.000324093	0.000410518	0.000151243	0.000561761	0.000907461	0.000561761	6.48E-05	0.000388912	0.00017285	0.000669792	0.000410518	0.000561761	8.64E-05	0.000280881	0.000194456	0.000324093	6.48E-05	8.64E-05
OTU_2881	8.64E-05	6.48E-05	0	4.32E-05	4.32E-05	6.48E-05	0	4.32E-05	6.48E-05	2.16E-05	0	0	0	2.16E-05	2.16E-05	0	6.48E-05	0	2.16E-05	0	0	0	0	0	0.000108031	8.64E-05	0.000108031	0.000129637	0.000216062	6.48E-05	0.000151243	0.000108031	8.64E-05	0.000151243	4.32E-05	0.000129637	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	2.16E-05	4.32E-05	0	0	4.32E-05	0	2.16E-05	0	2.16E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	8.64E-05	0	0	0	4.32E-05	0	0	2.16E-05	4.32E-05	0	0	0	0	0	0	0	0	0	0
OTU_2882	4.32E-05	2.16E-05	0	0	0	4.32E-05	0	0	0	2.16E-05	2.16E-05	4.32E-05	0	2.16E-05	0	0	0	0	0	2.16E-05	2.16E-05	0	0	0	0	4.32E-05	0	0	0	2.16E-05	0	0	0	4.32E-05	8.64E-05	0	0	0	0	0	0	2.16E-05	4.32E-05	6.48E-05	2.16E-05	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2883	2.16E-05	0	0	0	4.32E-05	0	6.48E-05	0	0	0	0	4.32E-05	4.32E-05	6.48E-05	0	2.16E-05	0	0	2.16E-05	0	0	0	4.32E-05	2.16E-05	4.32E-05	0	0	0	0	4.32E-05	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	2.16E-05	2.16E-05	0	0	6.48E-05	4.32E-05	2.16E-05	0	0	0	0	0	0	2.16E-05	6.48E-05	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	6.48E-05	0	0	0	0	0	0	0	0	0	0
OTU_2884	6.48E-05	4.32E-05	0	2.16E-05	0	6.48E-05	4.32E-05	6.48E-05	6.48E-05	0.000129637	6.48E-05	2.16E-05	6.48E-05	4.32E-05	2.16E-05	4.32E-05	4.32E-05	2.16E-05	8.64E-05	4.32E-05	6.48E-05	0	0	4.32E-05	0.000129637	4.32E-05	4.32E-05	0	4.32E-05	0.000108031	8.64E-05	4.32E-05	0.000151243	0.00017285	0.000151243	0.000129637	4.32E-05	4.32E-05	6.48E-05	0.000280881	8.64E-05	8.64E-05	6.48E-05	0.00017285	0.000194456	4.32E-05	4.32E-05	6.48E-05	0.000108031	4.32E-05	4.32E-05	2.16E-05	0.000108031	6.48E-05	0.000194456	8.64E-05	8.64E-05	0.000129637	4.32E-05	0.000194456	0.000324093	0.000237668	4.32E-05	8.64E-05	0.00017285	6.48E-05	0.00017285	0.00017285	4.32E-05	8.64E-05	8.64E-05	0.000108031	0.000108031	6.48E-05	4.32E-05	0.000129637	6.48E-05	8.64E-05	4.32E-05	2.16E-05	6.48E-05	0.000108031	0.000367305	0.000194456	0	0.000302487	0.000108031	0.00017285	0.000129637	0.000151243	0.000280881	0.000324093	0.000129637	0.000194456	0.000194456	0.000151243
OTU_2885	0	0	0	0	0	2.16E-05	2.16E-05	0	0	0	0	0	2.16E-05	0	0	0	2.16E-05	0	4.32E-05	4.32E-05	0	0	0	0	2.16E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	8.64E-05	6.48E-05	2.16E-05	0	4.32E-05	2.16E-05	6.48E-05	2.16E-05	2.16E-05	0	2.16E-05	2.16E-05	0	0	0	0	2.16E-05	0	0	2.16E-05	2.16E-05	2.16E-05	0	0	0	0	0	0	0	4.32E-05	6.48E-05	2.16E-05	2.16E-05	0	0	0	0	2.16E-05	0	0	0	0	2.16E-05	0	0	0
OTU_2886	0	0	0	0	2.16E-05	0	0	0	0	4.32E-05	0	0	0	0	0	0	8.64E-05	0	0	0	0	4.32E-05	0	6.48E-05	0	0	0	0	4.32E-05	0	0	2.16E-05	2.16E-05	0	2.16E-05	0	0	0	0	0	4.32E-05	2.16E-05	2.16E-05	0	4.32E-05	0	0	0	0	4.32E-05	0	0	0	0	2.16E-05	6.48E-05	0	4.32E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48E-05	0	0	6.48E-05	4.32E-05	0	4.32E-05
OTU_2887	0	0	0	4.32E-05	0	0	0	2.16E-05	0	2.16E-05	0	0	6.48E-05	0	0	4.32E-05	0	0	0	0	6.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64E-05	0	0	0	0	2.16E-05	0	0	0	4.32E-05	0	0	0	6.48E-05	6.48E-05	0	2.16E-05	4.32E-05	6.48E-05	2.16E-05	0	2.16E-05	0.000108031	2.16E-05	0	4.32E-05	0	0	0	6.48E-05	0	0	0	2.16E-05	8.64E-05	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	2.16E-05	0	0	0	0	0	0
OTU_2888	0.000108031	8.64E-05	2.16E-05	0	0	0	0	4.32E-05	2.16E-05	4.32E-05	4.32E-05	0.000216062	0	0	0	4.32E-05	0	0	2.16E-05	0	4.32E-05	4.32E-05	0	0	0	2.16E-05	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	6.48E-05	0	0	8.64E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0
OTU_2889	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	4.32E-05	0	0	0	0	0	0	4.32E-05	4.32E-05	0	0	2.16E-05	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2890	0	6.48E-05	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	4.32E-05	4.32E-05	0	0.00017285	4.32E-05	0.00017285	0	0	6.48E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	2.16E-05	0	0	0	4.32E-05	0	0	0	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	4.32E-05	0	0	0	0
