	A-low-1-1	A-low-1-2	A-low-1-3	A-low-2-1	A-low-2-2	A-low-2-3	A-low-3-1	A-low-3-2	A-low-3-3	A-low-4-1	A-low-4-2	A-low-4-3	A-high-1-1	A-high-1-2	A-high-1-3	A-high-2-1	A-high-2-2	A-high-2-3	A-high-3-1	A-high-3-2	A-high-3-3	A-high-4-1	A-high-4-2	A-high-4-3	B-low-1-1	B-low-1-2	B-low-1-3	B-low-2-1	B-low-2-2	B-low-2-3	B-low-3-1	B-low-3-2	B-low-3-3	B-low-4-1	B-low-4-2	B-low-4-3	B-high-1-1	B-high-1-2	B-high-1-3	B-high-2-1	B-high-2-2	B-high-2-3	B-high-3-1	B-high-3-2	B-high-3-3	B-high-4-1	B-high-4-2	B-high-4-3	C-low-1-1	C-low-1-2	C-low-1-3	C-low-2-1	C-low-2-2	C-low-2-3	C-low-3-1	C-low-3-2	C-low-3-3	C-low-4-1	C-low-4-2	C-low-4-3	C-high-1-1	C-high-1-2	C-high-1-3	C-high-2-1	C-high-2-2	C-high-2-3	C-high-3-1	C-high-3-2	C-high-3-3	C-high-4-1	C-high-4-2	C-high-4-3	D-low-1-1	D-low-1-2	D-low-1-3	D-low-2-1	D-low-2-2	D-low-2-3	D-low-3-1	D-low-3-2	D-low-3-3	D-low-4-1	D-low-4-2	D-low-4-3	D-high-1-1	D-high-1-2	D-high-1-3	D-high-2-1	D-high-2-2	D-high-2-3	D-high-3-1	D-high-3-2	D-high-3-3	D-high-4-1	D-high-4-2	D-high-4-3
B-high-3-2	0.592837679	0.593054154	0.600227061	0.597245626	0.601415382	0.602041851	0.594415179	0.596143734	0.599730312	0.600637934	0.595063177	0.595927145	0.607876106	0.588559367	0.590461048	0.588991502	0.578533999	0.581710143	0.586830912	0.580478702	0.635596726	0.590914628	0.590244579	0.592513283	0.477133348	0.462916694	0.485603222	0.413695904	0.411816449	0.362423358	0.399068399	0.386061086	0.387443882	0.413588283	0.414970695	0.395071254	0.45293344	0.364865663	0.370958204	0.352398048	0.384484219	0.294989546	0.213705224	0	0.175331918	0.659620089	0.539228754	0.549492452	0.686154992	0.540742558	0.547851311	0.531214347	0.500489863	0.539813648	0.525835064	0.538409427	0.548175614	0.517969819	0.499150056	0.506972695	0.556537136	0.552950505	0.527864627	0.498501215	0.545560769	0.563882551	0.514101495	0.491500657	0.491803867	0.403129525	0.475641995	0.453560045	0.843642562	0.781611631	0.697021979	0.696525369	0.777765564	0.727638542	0.746220429	0.660745469	0.696719065	0.645123572	0.734940985	0.727552772	0.778241273	0.673297706	0.65028711	0.684685267	0.699247878	0.624035531	0.79040467	0.672434031	0.731571286	0.809051028	0.746867751	0.823851436
B-high-3-3	0.583330302	0.587587012	0.592902098	0.593226729	0.600766801	0.59810895	0.588321461	0.596359469	0.591670422	0.592708076	0.58412985	0.590719713	0.603122224	0.580478471	0.580694456	0.581947294	0.568940763	0.57758295	0.584648876	0.579484446	0.635682748	0.581277507	0.589617695	0.583244128	0.444658262	0.435497087	0.451702039	0.394552536	0.392283501	0.342934069	0.375538481	0.354645222	0.35049612	0.398355325	0.408704526	0.377526333	0.467647288	0.379600464	0.400904794	0.348767767	0.402525443	0.291661667	0.217940174	0.175331918	0	0.687276427	0.582852318	0.575355532	0.678290115	0.521188465	0.538322627	0.524451412	0.486510141	0.530890069	0.508614544	0.520281056	0.532251112	0.500662707	0.485105462	0.479963783	0.531861978	0.532293932	0.51557054	0.483592303	0.517061515	0.553338809	0.492062881	0.469159345	0.479163758	0.396258643	0.447315488	0.426119751	0.845868303	0.780984813	0.689005829	0.690756262	0.77677139	0.722150703	0.745161825	0.659319213	0.709920519	0.642768106	0.734184734	0.726407673	0.778392452	0.66551927	0.637409468	0.673946664	0.687731383	0.600030515	0.788071143	0.663812598	0.725866986	0.81473343	0.745225651	0.824586002
B-high-4-1	0.896837899	0.897788606	0.899776462	0.896729977	0.898760877	0.898933619	0.8936404	0.895152786	0.895563334	0.894137435	0.889945735	0.892862405	0.898631175	0.89288381	0.896578719	0.896881128	0.88888715	0.893964588	0.893316252	0.892754472	0.898307002	0.892819293	0.890658405	0.893813266	0.834935318	0.820069855	0.831607656	0.780767751	0.778110038	0.713485142	0.737014829	0.723208277	0.752765537	0.644797887	0.650220907	0.687406254	0.74824921	0.762639804	0.712447756	0.726578225	0.748681727	0.723834301	0.699397617	0.659620089	0.687276427	0	0.247778219	0.471945191	0.876807802	0.830375669	0.853494838	0.807883486	0.825903451	0.854186499	0.828799117	0.842151542	0.85014606	0.832105052	0.822273886	0.830916628	0.846343184	0.851377196	0.846321175	0.818772849	0.840098585	0.824757797	0.835345358	0.823353861	0.839385828	0.769489008	0.818838471	0.807300627	0.917145344	0.890073198	0.881236333	0.885039608	0.893811068	0.876482995	0.888604479	0.848762478	0.823006908	0.846212983	0.860753496	0.880523693	0.89625298	0.853429058	0.855546755	0.882770774	0.885774394	0.866825567	0.888193387	0.845888653	0.86874811	0.888755049	0.869957547	0.883677433
B-high-4-2	0.846517416	0.846431093	0.850730632	0.846344754	0.849563829	0.849347684	0.842174433	0.839560209	0.84468067	0.842412203	0.838220152	0.839970431	0.850212192	0.841936772	0.847965107	0.843514034	0.838242407	0.84131044	0.840402819	0.837594104	0.85133527	0.839797833	0.835346792	0.838285556	0.772859918	0.758103035	0.771931042	0.715602665	0.709229225	0.645597289	0.656789968	0.644538891	0.683862431	0.569196662	0.571961939	0.620123505	0.663552482	0.688184129	0.606835537	0.625265831	0.671223168	0.618459886	0.607181491	0.539228754	0.582852318	0.247778219	0	0.365036318	0.833617017	0.778391144	0.799998044	0.755380058	0.763288508	0.802072449	0.769835858	0.784462916	0.796389714	0.767955833	0.759680432	0.766205966	0.790015694	0.798355649	0.791743685	0.761861953	0.788589291	0.774609667	0.778736999	0.766810125	0.771412686	0.672713587	0.755877551	0.743280975	0.895215313	0.862504178	0.843274431	0.844895489	0.866630863	0.839536655	0.854898936	0.804837154	0.785044509	0.801163887	0.829986229	0.842864279	0.864016499	0.811793846	0.81656894	0.841654525	0.847013027	0.816375242	0.866068852	0.807883489	0.838845348	0.866500965	0.835841696	0.866544063
B-high-4-3	0.847641178	0.848916179	0.851292765	0.848376082	0.851141469	0.850687627	0.844854045	0.844703259	0.845956054	0.84373081	0.840078914	0.843816932	0.849477866	0.842628657	0.847230936	0.845826305	0.836924928	0.843514666	0.841440438	0.840986377	0.850709213	0.841807493	0.840316444	0.84306089	0.763159335	0.752874797	0.766119669	0.710914736	0.706485503	0.633887481	0.641666019	0.628356396	0.662602467	0.553856429	0.552495128	0.609990549	0.680146483	0.683431599	0.633541549	0.648968722	0.664352465	0.636912267	0.575182485	0.549492452	0.575355532	0.471945191	0.365036318	0	0.83234258	0.768344748	0.797837637	0.751923795	0.764434069	0.79896155	0.767545754	0.780487604	0.791572016	0.76586048	0.755489153	0.762209064	0.783944664	0.788438491	0.78158911	0.750194705	0.776619748	0.770872265	0.768668679	0.75587756	0.771240135	0.690928472	0.744188677	0.730835765	0.897894793	0.862828503	0.839169599	0.84059604	0.863411801	0.838456672	0.853430135	0.798593351	0.791483815	0.801401784	0.830894022	0.840466384	0.86451396	0.812312534	0.812032081	0.83314183	0.838673269	0.815057368	0.865939388	0.806651971	0.837657313	0.870714449	0.837527239	0.868575271
C-low-1-1	0.746200002	0.745919228	0.750175717	0.754216292	0.760611424	0.7603303	0.750888727	0.751299043	0.74693436	0.742980692	0.743498802	0.749505809	0.754669725	0.748468666	0.745659768	0.74706402	0.7380759	0.745162503	0.751666322	0.748598138	0.777961069	0.747063893	0.748943719	0.746285991	0.660616425	0.633953678	0.637367583	0.684145079	0.682849348	0.676777744	0.699636916	0.685981869	0.686435596	0.708323036	0.708300977	0.703439916	0.751622351	0.694019616	0.745486172	0.699442711	0.698103773	0.68019184	0.69105985	0.686154992	0.678290115	0.876807802	0.833617017	0.83234258	0	0.420091811	0.516587217	0.415640558	0.550012739	0.518640208	0.527153043	0.553858542	0.522291473	0.592469505	0.606059881	0.533137498	0.545259049	0.563473019	0.564358965	0.610510554	0.534952199	0.394444094	0.584345288	0.598389189	0.591907684	0.606750805	0.598950987	0.594327561	0.627944509	0.3732902	0.433313742	0.499235871	0.537608568	0.531018556	0.594110245	0.555651031	0.472896662	0.530198154	0.647564087	0.606015677	0.648363994	0.606684988	0.520518175	0.562089353	0.588038849	0.515829962	0.688076533	0.602104552	0.647845466	0.675803345	0.654521455	0.741011779
C-low-1-2	0.616301609	0.614378566	0.62278342	0.619715479	0.630367175	0.634320952	0.625505794	0.627623331	0.624857258	0.629676033	0.627493339	0.630215942	0.631663506	0.607421464	0.602775989	0.60329409	0.601803527	0.603013443	0.617165765	0.614162173	0.670598919	0.617338135	0.624597915	0.617683771	0.50736043	0.459890812	0.476981557	0.487373922	0.489967632	0.514425482	0.560900516	0.547310789	0.524364446	0.578683732	0.578726585	0.561224911	0.657007526	0.530673619	0.621011251	0.567470007	0.571597737	0.516370577	0.541110169	0.540742558	0.521188465	0.830375669	0.778391144	0.768344748	0.420091811	0	0.334831767	0.25737182	0.378175228	0.396497573	0.434287705	0.458789383	0.415576361	0.48214617	0.4765278	0.49476421	0.465098663	0.510039852	0.466178053	0.470261818	0.465271142	0.320441238	0.470521329	0.457233086	0.437549274	0.448633244	0.465422078	0.450945604	0.69766963	0.537047331	0.377936378	0.495995248	0.589573081	0.554095607	0.617921591	0.528815964	0.522700513	0.536572572	0.69337061	0.660054673	0.707027089	0.606296546	0.48132452	0.578208427	0.596444397	0.506733633	0.729864424	0.595818209	0.653961494	0.746889425	0.711368662	0.801748147
C-low-1-3	0.554938355	0.551157006	0.559172845	0.559065046	0.568507112	0.582961674	0.571078311	0.573865841	0.573087531	0.582940529	0.580606444	0.579850613	0.580196172	0.545971597	0.544458942	0.546165798	0.54199581	0.543724396	0.555565051	0.54975257	0.621810494	0.558243286	0.569500112	0.559777676	0.477651215	0.452176936	0.458940032	0.477823307	0.486164619	0.506452656	0.528253482	0.53160245	0.516305301	0.581557647	0.582183713	0.558783557	0.670922074	0.537155893	0.642834082	0.582572966	0.57676143	0.526741983	0.551481101	0.547851311	0.538322627	0.853494838	0.799998044	0.797837637	0.516587217	0.334831767	0	0.306268369	0.296610132	0.314932463	0.345700366	0.383468442	0.322192325	0.403044062	0.379449298	0.427157335	0.412291695	0.456542072	0.399954042	0.413328842	0.423051464	0.386471233	0.398290167	0.383122606	0.373204859	0.410584345	0.406047038	0.400170168	0.744750206	0.659945892	0.519740846	0.53130077	0.65895171	0.614118322	0.660896906	0.5728724	0.634298459	0.534974186	0.701235377	0.63933395	0.717009332	0.607096185	0.510406682	0.563040572	0.596530745	0.480157821	0.74535599	0.609516296	0.686349546	0.749396374	0.709165253	0.810477586
C-low-2-1	0.624728247	0.625657426	0.625290272	0.626824283	0.63909651	0.63868594	0.636374147	0.636309521	0.634926386	0.64352613	0.640608862	0.646053831	0.639506842	0.614335476	0.613384914	0.615220983	0.608955562	0.610748709	0.62248115	0.617640914	0.664678585	0.624576119	0.630777501	0.62576445	0.510018038	0.472141587	0.490420863	0.485170284	0.48309652	0.499560352	0.553662646	0.546727684	0.53050109	0.578359657	0.585013914	0.56496291	0.627968128	0.514274664	0.608565858	0.5515463	0.559000717	0.515679105	0.53367729	0.531214347	0.524451412	0.807883486	0.755380058	0.751923795	0.415640558	0.25737182	0.306268369	0	0.31097808	0.356568837	0.355531536	0.399954453	0.348314869	0.431327871	0.422295596	0.445393481	0.415857099	0.45997741	0.413306881	0.396626588	0.415359681	0.269319893	0.411686823	0.392262197	0.38947494	0.403778462	0.422187554	0.402914651	0.700564362	0.552668468	0.446040491	0.501072947	0.590588161	0.562867188	0.630755466	0.527260204	0.518249264	0.490053559	0.657481827	0.632375996	0.695705157	0.590610031	0.490204376	0.568053289	0.58752066	0.483117548	0.724397389	0.586872779	0.658908883	0.725455532	0.687666152	0.770958626
C-low-2-2	0.561830911	0.562284477	0.559626943	0.568291214	0.576911887	0.583307997	0.573736014	0.564834335	0.572655521	0.578965441	0.578813293	0.577365692	0.582054481	0.548434909	0.550465637	0.545431059	0.54123997	0.540569826	0.555845852	0.550854497	0.616840895	0.560987435	0.559799356	0.555542998	0.442259352	0.422252104	0.427610137	0.437181216	0.43977455	0.442670001	0.501158824	0.48890811	0.466868979	0.538841009	0.536507207	0.518767898	0.64002499	0.502045122	0.607118348	0.544653626	0.547549288	0.487288112	0.502045597	0.500489863	0.486510141	0.825903451	0.763288508	0.764434069	0.550012739	0.378175228	0.296610132	0.31097808	0	0.341573344	0.324267029	0.356071321	0.299397205	0.37860723	0.346585914	0.402374754	0.366831763	0.422230966	0.355185033	0.350215349	0.366766368	0.379103892	0.323920328	0.338396786	0.327204462	0.396821441	0.360651941	0.342588644	0.802936664	0.711002183	0.577797701	0.575832102	0.717483855	0.654155423	0.687191969	0.559562077	0.664374805	0.499106981	0.671266632	0.635941188	0.714611033	0.597351291	0.539510658	0.570926948	0.602364415	0.463671845	0.751513684	0.6060375	0.686565349	0.774351495	0.682394456	0.803152621
C-low-2-3	0.528643127	0.533634361	0.532165123	0.533115898	0.541044884	0.55426845	0.544329808	0.552626819	0.546036324	0.555954431	0.552605039	0.559173146	0.547829829	0.521339892	0.513280574	0.519070791	0.515182109	0.516694121	0.536140516	0.525941805	0.614312638	0.535124635	0.541995398	0.538192961	0.489859275	0.485861566	0.488800419	0.49828475	0.502823358	0.51412338	0.551675119	0.543054461	0.530543865	0.591496673	0.585036266	0.575053293	0.677425953	0.521080787	0.644087398	0.587823647	0.571143688	0.551027773	0.549623107	0.539813648	0.530890069	0.854186499	0.802072449	0.79896155	0.518640208	0.396497573	0.314932463	0.356568837	0.341573344	0	0.324850426	0.337554145	0.291380738	0.385434863	0.372751251	0.393169934	0.386082564	0.440164023	0.377699116	0.418103768	0.394401064	0.410454759	0.385369839	0.387357231	0.349804754	0.418449006	0.395330103	0.395179043	0.762770237	0.676215861	0.557811891	0.539165595	0.677619939	0.617294861	0.643892754	0.563538213	0.650611601	0.531214156	0.675675052	0.631274676	0.695446092	0.608068115	0.533418184	0.546619902	0.575507817	0.446105607	0.738096153	0.598972499	0.670446992	0.747300055	0.7014733	0.802526324
C-low-3-1	0.584323928	0.5859441	0.583157103	0.585771509	0.59625054	0.600571908	0.595948267	0.591951399	0.592059077	0.593593419	0.590028075	0.597115411	0.600053567	0.571143727	0.572699315	0.575313563	0.559455082	0.567686578	0.57553036	0.569890517	0.611202191	0.576458584	0.587521158	0.580196557	0.4901402	0.508181872	0.510212543	0.507965288	0.507706698	0.494656087	0.516283943	0.513237683	0.509996359	0.552864377	0.564272378	0.545323296	0.653097133	0.521362161	0.626672698	0.563495231	0.558958153	0.535579611	0.522183473	0.525835064	0.508614544	0.828799117	0.769835858	0.767545754	0.527153043	0.434287705	0.345700366	0.355531536	0.324267029	0.324850426	0	0.25272672	0.225545253	0.277834251	0.256832408	0.28591514	0.325627939	0.363331646	0.34978381	0.354148185	0.344274208	0.389583112	0.325454968	0.310372997	0.326124601	0.359506887	0.330554311	0.325022777	0.760328318	0.676885285	0.556990579	0.536443144	0.671051481	0.607290511	0.630777613	0.529226665	0.647435432	0.469743303	0.636696792	0.583783333	0.668934632	0.549254934	0.517342221	0.502304732	0.546641303	0.383727438	0.700759905	0.537782423	0.635746743	0.72593159	0.649725424	0.758902758
C-low-3-2	0.588925731	0.595645413	0.589184922	0.602581293	0.611979918	0.619455689	0.605908618	0.603359073	0.608069128	0.602991607	0.600744404	0.60759365	0.614831992	0.582832495	0.582119647	0.581384602	0.575054549	0.578100683	0.590567862	0.587132126	0.635379337	0.586505274	0.602537231	0.594218729	0.504465019	0.528210811	0.524061866	0.513236302	0.511703403	0.519870219	0.541065714	0.534281744	0.528383009	0.577711361	0.590113228	0.564163302	0.665844322	0.539618962	0.649726363	0.578316675	0.571100529	0.547311431	0.531927044	0.538409427	0.520281056	0.842151542	0.784462916	0.780487604	0.553858542	0.458789383	0.383468442	0.399954453	0.356071321	0.337554145	0.25272672	0	0.278805461	0.259165143	0.299158989	0.246849606	0.29524857	0.308946477	0.318928852	0.343517317	0.337381041	0.445457306	0.30004517	0.316508809	0.30767234	0.375970615	0.308363589	0.298165149	0.780919736	0.692226052	0.57431904	0.553469011	0.682135673	0.630063992	0.646204614	0.558093033	0.658108937	0.501181228	0.63630788	0.587910111	0.681077281	0.545279267	0.532380444	0.47912065	0.53890609	0.361753071	0.710331848	0.537976986	0.644583646	0.740494552	0.654824792	0.778219207
C-low-3-3	0.5842588	0.587283377	0.584928286	0.583675111	0.59162659	0.596250502	0.591928992	0.594284362	0.592598474	0.597762855	0.595709647	0.601738208	0.593851658	0.568658852	0.56818313	0.570819246	0.565093583	0.562846344	0.576825891	0.568896162	0.627406629	0.581989478	0.583048198	0.58570591	0.478126752	0.506193996	0.50610736	0.497853005	0.494937005	0.510363675	0.540958068	0.536485652	0.517493758	0.586094696	0.581730003	0.570213466	0.675956436	0.533418226	0.641580779	0.581233559	0.577733889	0.547786837	0.548542766	0.548175614	0.532251112	0.85014606	0.796389714	0.791572016	0.522291473	0.415576361	0.322192325	0.348314869	0.299397205	0.291380738	0.225545253	0.278805461	0	0.329905442	0.309983804	0.338699429	0.339952441	0.368257264	0.341399977	0.363135773	0.320052685	0.380075894	0.328501058	0.327528293	0.297473964	0.400061683	0.362704277	0.355747108	0.768431407	0.682589633	0.549125862	0.527713978	0.676388289	0.614982755	0.62958905	0.53398027	0.649055967	0.486402238	0.633887929	0.577452366	0.673018509	0.559755684	0.520281272	0.507317408	0.543421799	0.382193016	0.701365247	0.542449473	0.636373711	0.735589581	0.653657973	0.766464833
C-low-4-1	0.576372062	0.580931183	0.576609722	0.590308891	0.601133001	0.603898983	0.587953147	0.585490468	0.586311037	0.573282502	0.576695951	0.585079368	0.59804349	0.566929889	0.568744772	0.57107827	0.560210857	0.566454527	0.576069641	0.572655441	0.613923746	0.566151644	0.582875274	0.574578217	0.494180285	0.52341446	0.512416064	0.519589247	0.518445031	0.497551057	0.526157723	0.5149009	0.511789087	0.555435296	0.566519067	0.544955396	0.658152758	0.529031818	0.636481695	0.567643125	0.555889747	0.536141209	0.514426296	0.517969819	0.500662707	0.832105052	0.767955833	0.76586048	0.592469505	0.48214617	0.403044062	0.431327871	0.37860723	0.385434863	0.277834251	0.259165143	0.329905442	0	0.231119898	0.258193155	0.370850119	0.390122789	0.37804489	0.374523059	0.407581047	0.484738248	0.330812821	0.322407488	0.358642536	0.358512718	0.293239106	0.289587612	0.819940829	0.742439596	0.638857989	0.615760636	0.739046981	0.676409924	0.698514037	0.611742143	0.713292191	0.53536299	0.691598859	0.631922647	0.730469893	0.610358398	0.601435113	0.558719368	0.615587476	0.44828719	0.754041865	0.602947983	0.695337801	0.781676768	0.698858891	0.815620111
C-low-4-2	0.552193815	0.555392048	0.550271017	0.557531003	0.566368094	0.57222354	0.558244043	0.557747141	0.554095632	0.547116786	0.549493128	0.559756608	0.573282294	0.543875337	0.544566856	0.546295113	0.53568684	0.53827888	0.550228068	0.542708647	0.590696493	0.546273383	0.55163212	0.550184449	0.476786745	0.506366324	0.499149481	0.501763259	0.50109472	0.465789174	0.497291031	0.487762777	0.477758734	0.537825704	0.539813039	0.53196975	0.652988793	0.509499119	0.617554077	0.561333675	0.543184489	0.528988852	0.502758145	0.499150056	0.485105462	0.822273886	0.759680432	0.755489153	0.606059881	0.4765278	0.379449298	0.422295596	0.346585914	0.372751251	0.256832408	0.299158989	0.309983804	0.231119898	0	0.298576039	0.400558503	0.429100967	0.382581842	0.379881119	0.42521167	0.475361091	0.32195383	0.329256446	0.354039705	0.370871548	0.301881392	0.312144472	0.834395258	0.748186498	0.647802236	0.621097146	0.754344287	0.68898465	0.711585493	0.615414881	0.718693115	0.529550683	0.696266002	0.642639306	0.750369031	0.618157875	0.606101638	0.579763849	0.631035929	0.463757592	0.773616925	0.618374597	0.712276707	0.798486178	0.706507396	0.829059194
C-low-4-3	0.594588014	0.599190352	0.596985885	0.61552495	0.622481752	0.623972385	0.606190129	0.608545762	0.606989791	0.59387493	0.592750843	0.60247378	0.617620196	0.592383764	0.589510142	0.590935919	0.579808969	0.590050122	0.60439717	0.599557095	0.640868232	0.588904618	0.603553896	0.596207297	0.490054202	0.51341102	0.510601995	0.516111138	0.509543516	0.502218627	0.532251794	0.517083824	0.501635182	0.551611467	0.560837014	0.544005336	0.657375012	0.531884376	0.636870895	0.562004114	0.550336848	0.536465195	0.507533811	0.506972695	0.479963783	0.830916628	0.766205966	0.762209064	0.533137498	0.49476421	0.427157335	0.445393481	0.402374754	0.393169934	0.28591514	0.246849606	0.338699429	0.258193155	0.298576039	0	0.335803763	0.324222419	0.371735699	0.397361101	0.36186146	0.436166678	0.341508535	0.358274849	0.359938762	0.382582586	0.304475167	0.303934952	0.748638885	0.668479652	0.570256675	0.54566877	0.667918019	0.608824287	0.624165376	0.539986297	0.636696498	0.473308486	0.61273492	0.560101918	0.665520191	0.539574692	0.532898414	0.477262295	0.531364773	0.379254248	0.687363343	0.532293734	0.621702147	0.711671209	0.626800794	0.743302627
C-high-1-1	0.641148405	0.648451572	0.642574297	0.660745743	0.665283032	0.66962565	0.659297448	0.656337973	0.658692598	0.652859064	0.650546828	0.657115356	0.659146528	0.63203051	0.631641408	0.634017925	0.621659384	0.632332453	0.641429238	0.63818815	0.672045444	0.635486601	0.649142149	0.637237077	0.527669992	0.537652618	0.53652864	0.541973069	0.545344485	0.553511159	0.582291058	0.564077017	0.564919558	0.602752933	0.607570809	0.590155682	0.661177732	0.56077187	0.659362894	0.579072897	0.581471447	0.552172775	0.538819573	0.556537136	0.531861978	0.846343184	0.790015694	0.783944664	0.545259049	0.465098663	0.412291695	0.415857099	0.366831763	0.386082564	0.325627939	0.29524857	0.339952441	0.370850119	0.400558503	0.335803763	0	0.26556106	0.287966996	0.322559237	0.281507063	0.421733553	0.300455583	0.316379426	0.323034762	0.40310841	0.344057909	0.324871129	0.766097852	0.672067131	0.560080373	0.543789642	0.664828851	0.612454617	0.638512779	0.545475037	0.634082535	0.522398705	0.633563861	0.603812273	0.667552069	0.53294239	0.511919185	0.465876191	0.517083506	0.3545804	0.687083177	0.526223036	0.622934148	0.737404496	0.648105161	0.771650517
C-high-1-2	0.661005269	0.66500255	0.668286442	0.678593207	0.684469779	0.688920114	0.676626024	0.678139159	0.674724807	0.664483445	0.662495566	0.671527181	0.679478592	0.66307919	0.657180383	0.657807137	0.649856192	0.656834636	0.671289656	0.669020866	0.702359809	0.661760599	0.672153579	0.666492487	0.537630468	0.556082947	0.547742508	0.54283781	0.543832351	0.564530752	0.590480079	0.573497614	0.555650379	0.612065393	0.618028324	0.601261612	0.68416681	0.576933653	0.669604205	0.590199927	0.603682657	0.563191719	0.540699191	0.552950505	0.532293932	0.851377196	0.798355649	0.788438491	0.563473019	0.510039852	0.456542072	0.45997741	0.422230966	0.440164023	0.363331646	0.308946477	0.368257264	0.390122789	0.429100967	0.324222419	0.26556106	0	0.289889981	0.362271868	0.310870077	0.456130988	0.312857611	0.360845651	0.342653365	0.443101842	0.354882234	0.34645556	0.778909859	0.701170917	0.599209477	0.568355784	0.689892047	0.634795605	0.651303434	0.587650744	0.666513353	0.552474713	0.646138523	0.606750433	0.676388804	0.546877821	0.538905289	0.469051978	0.529463655	0.368386232	0.700911235	0.528189045	0.639462879	0.74466411	0.665087233	0.773249109
C-high-1-3	0.619066613	0.625397509	0.627450088	0.625959743	0.631404064	0.63965758	0.630604459	0.635833664	0.630388263	0.629372965	0.626218289	0.635033855	0.636654752	0.617445982	0.612390089	0.61305992	0.607593764	0.611633837	0.624100855	0.618655871	0.670727736	0.622782216	0.618742068	0.624835169	0.517860743	0.523284178	0.521620028	0.529787055	0.530349515	0.549514158	0.574145435	0.560057973	0.545236165	0.600073825	0.591301233	0.593677702	0.653960368	0.53406576	0.639462784	0.576954951	0.570214172	0.543896593	0.52797297	0.527864627	0.51557054	0.846321175	0.791743685	0.78158911	0.564358965	0.466178053	0.399954042	0.413306881	0.355185033	0.377699116	0.34978381	0.318928852	0.341399977	0.37804489	0.382581842	0.371735699	0.287966996	0.289889981	0	0.297646435	0.296177312	0.418081708	0.238120179	0.292633545	0.271372968	0.386254954	0.314888658	0.307369345	0.795719915	0.70871135	0.607678984	0.570170528	0.702164457	0.646722422	0.669452835	0.596120323	0.670575504	0.542816429	0.655883139	0.621615558	0.698967453	0.553575794	0.540137016	0.498393584	0.550162362	0.373074968	0.72323038	0.550529804	0.662387352	0.761084628	0.665994854	0.800559748
C-high-2-1	0.630496148	0.633607692	0.633045564	0.634817892	0.645188541	0.648407765	0.645447917	0.639700754	0.64784622	0.650698613	0.648991308	0.654025644	0.644108506	0.621529511	0.620881347	0.621680503	0.618483072	0.616041248	0.626844573	0.624878223	0.636675383	0.632353857	0.641234113	0.637647411	0.509045087	0.525790206	0.528966068	0.482684075	0.481410156	0.526438166	0.552149556	0.54361517	0.520171932	0.586979852	0.590933608	0.564465566	0.612821428	0.504118831	0.597632584	0.531278417	0.542622301	0.504615762	0.493682677	0.498501215	0.483592303	0.818772849	0.761861953	0.750194705	0.610510554	0.470261818	0.413328842	0.396626588	0.350215349	0.418103768	0.354148185	0.343517317	0.363135773	0.374523059	0.379881119	0.397361101	0.322559237	0.362271868	0.297646435	0	0.3061162	0.410195579	0.285482352	0.277811389	0.303350655	0.386233196	0.34047067	0.312835749	0.821236858	0.724613913	0.617207328	0.599166544	0.730836113	0.667529225	0.692873918	0.586699517	0.67321144	0.543464887	0.670683232	0.647867587	0.722864014	0.580108269	0.554159765	0.53856027	0.582918126	0.414797317	0.745420374	0.574923667	0.677641497	0.778932189	0.681335165	0.812118964
C-high-2-2	0.653011005	0.657440059	0.657677514	0.66377065	0.670295843	0.675178534	0.666579526	0.666860616	0.668415844	0.668416189	0.666644385	0.673860733	0.664505336	0.642531473	0.640543744	0.643935476	0.636481829	0.639398042	0.650871443	0.647759849	0.689633433	0.651994323	0.659405246	0.653074843	0.525747192	0.529593023	0.531451204	0.52215976	0.522117655	0.547094433	0.582139836	0.566756449	0.543810217	0.5960117	0.599490006	0.581254143	0.656574867	0.550789414	0.644627031	0.563753862	0.581860402	0.533871309	0.542578568	0.545560769	0.517061515	0.840098585	0.788589291	0.776619748	0.534952199	0.465271142	0.423051464	0.415359681	0.366766368	0.394401064	0.344274208	0.337381041	0.320052685	0.407581047	0.42521167	0.36186146	0.281507063	0.310870077	0.296177312	0.3061162	0	0.376165306	0.299741867	0.299072316	0.302421583	0.396474925	0.354623074	0.33694888	0.744944482	0.65275078	0.542686509	0.529139546	0.65605602	0.598453365	0.620816319	0.538257836	0.618957268	0.492970171	0.61094106	0.58129788	0.651692458	0.505717583	0.484932548	0.46684808	0.507295013	0.350431078	0.678202794	0.504550995	0.607182628	0.715041331	0.626238669	0.74505263
